first_week_day,last_week_day,age_group,gender,weekly_tests_num,weekly_cases,weekly_deceased,weekly_first_dose,weekly_second_dose,weekly_third_dose,weekly_fourth_dose,Gender
2021/2/28,2021/3/6,45-49,לא ידוע,51,<15,0,24,43,,0,unknown
2021/2/28,2021/3/6,45-49,נקבה,14259,582,<15,8663,12620,,0,female
2021/2/28,2021/3/6,45-49,זכר,8955,485,<15,8703,12025,,0,male
2021/2/28,2021/3/6,50-54,זכר,6028,328,<15,6746,8804,,0,male
2021/2/28,2021/3/6,50-54,נקבה,11044,409,<15,7111,9596,,0,female
2021/2/28,2021/3/6,50-54,לא ידוע,43,<15,0,25,31,,0,unknown
2021/2/28,2021/3/6,55-59,זכר,5012,263,<15,5148,6590,,0,male
2021/2/28,2021/3/6,55-59,לא ידוע,32,0,0,19,25,,0,unknown
2021/2/28,2021/3/6,55-59,נקבה,9603,370,<15,5691,7312,,0,female
2021/2/28,2021/3/6,60-64,לא ידוע,<15,<15,0,16,17,,0,unknown
2021/2/28,2021/3/6,60-64,זכר,4276,184,<15,3902,4032,,0,male
2021/2/28,2021/3/6,60-64,נקבה,8217,278,<15,4347,4790,,0,female
2021/2/28,2021/3/6,65-69,נקבה,5795,189,<15,3442,3433,,0,female
2021/2/28,2021/3/6,65-69,זכר,3518,150,<15,2962,2613,,0,male
2021/2/28,2021/3/6,65-69,לא ידוע,20,<15,0,<15,<15,,0,unknown
2021/2/28,2021/3/6,70-74,לא ידוע,<15,<15,0,<15,<15,,0,unknown
2021/2/28,2021/3/6,70-74,זכר,2841,107,<15,2020,1873,,0,male
2021/2/28,2021/3/6,70-74,נקבה,4425,140,<15,2662,2763,,0,female
2021/2/28,2021/3/6,75-79,זכר,1646,59,<15,1176,988,,0,male
2021/2/28,2021/3/6,75-79,נקבה,2434,74,<15,1601,1615,,0,female
2021/2/28,2021/3/6,75-79,לא ידוע,<15,<15,0,<15,<15,,0,unknown
2021/2/28,2021/3/6,80+,זכר,3175,97,23,1430,1540,,0,male
2021/2/28,2021/3/6,80+,נקבה,7048,183,28,2396,2964,,0,female
2021/2/28,2021/3/6,80+,לא ידוע,18,0,0,<15,<15,,0,unknown
2021/2/28,2021/3/6,NULL,זכר,2081,94,0,<15,<15,,0,male
2021/2/28,2021/3/6,NULL,לא ידוע,126,15,0,,,,,unknown
2021/2/28,2021/3/6,NULL,נקבה,1320,50,0,<15,,,0,female
2021/3/7,2021/3/13,0-19,זכר,135414,4699,0,10392,20109,,0,male
2021/3/7,2021/3/13,0-19,לא ידוע,572,19,0,46,84,,0,unknown
2021/3/7,2021/3/13,0-19,נקבה,118895,4182,0,9234,20120,,0,female
2021/3/7,2021/3/13,20-24,זכר,12915,534,0,11875,30638,,0,male
2021/3/7,2021/3/13,20-24,לא ידוע,120,<15,0,49,146,,0,unknown
2021/3/7,2021/3/13,20-24,נקבה,18893,840,0,11287,33760,,0,female
2021/3/7,2021/3/13,25-29,זכר,14071,525,0,10490,35680,,0,male
2021/3/7,2021/3/13,25-29,נקבה,20666,755,0,10327,32083,,0,female
2021/3/7,2021/3/13,25-29,לא ידוע,105,<15,0,56,96,,0,unknown
2021/3/7,2021/3/13,30-34,זכר,14419,511,0,9109,32304,,0,male
2021/3/7,2021/3/13,30-34,נקבה,22733,763,<15,9185,29554,,0,female
2021/3/7,2021/3/13,30-34,לא ידוע,110,<15,0,74,85,,0,unknown
2021/3/7,2021/3/13,35-39,זכר,12891,434,0,7232,24884,,0,male
2021/3/7,2021/3/13,35-39,לא ידוע,103,<15,0,38,56,,0,unknown
2021/3/7,2021/3/13,35-39,נקבה,20378,631,0,7421,23169,,0,female
2021/3/7,2021/3/13,40-44,לא ידוע,79,<15,0,29,40,,0,unknown
2021/3/7,2021/3/13,40-44,נקבה,16888,547,<15,6195,17846,,0,female
2021/3/7,2021/3/13,40-44,זכר,10920,408,<15,6081,18430,,0,male
2021/3/7,2021/3/13,45-49,לא ידוע,60,<15,0,38,41,,0,unknown
2021/3/7,2021/3/13,45-49,נקבה,13605,394,<15,5334,14398,,0,female
2021/3/7,2021/3/13,45-49,זכר,8359,338,<15,5312,14820,,0,male
2021/3/7,2021/3/13,50-54,זכר,6178,240,<15,3969,10724,,0,male
2021/3/7,2021/3/13,50-54,נקבה,10718,301,0,4203,11265,,0,female
2021/3/7,2021/3/13,50-54,לא ידוע,42,<15,0,30,20,,0,unknown
2021/3/7,2021/3/13,55-59,זכר,5169,205,<15,3045,7786,,0,male
2021/3/7,2021/3/13,55-59,לא ידוע,37,<15,0,18,18,,0,unknown
2021/3/7,2021/3/13,55-59,נקבה,9443,273,<15,3464,8553,,0,female
2021/3/7,2021/3/13,60-64,לא ידוע,16,<15,0,18,<15,,0,unknown
2021/3/7,2021/3/13,60-64,זכר,4419,144,<15,2345,4944,,0,male
2021/3/7,2021/3/13,60-64,נקבה,8396,210,<15,2817,5873,,0,female
2021/3/7,2021/3/13,65-69,נקבה,5984,151,<15,2102,4197,,0,female
2021/3/7,2021/3/13,65-69,זכר,3719,100,<15,1662,3179,,0,male
2021/3/7,2021/3/13,65-69,לא ידוע,16,0,0,<15,<15,,0,unknown
2021/3/7,2021/3/13,70-74,לא ידוע,<15,0,0,<15,<15,,0,unknown
2021/3/7,2021/3/13,70-74,זכר,3080,84,<15,1241,2107,,0,male
2021/3/7,2021/3/13,70-74,נקבה,4692,125,<15,1714,3047,,0,female
2021/3/7,2021/3/13,75-79,זכר,1728,57,<15,670,1095,,0,male
2021/3/7,2021/3/13,75-79,נקבה,2489,57,<15,948,1681,,0,female
2021/3/7,2021/3/13,75-79,לא ידוע,<15,0,0,<15,<15,,0,unknown
2021/3/7,2021/3/13,80+,זכר,3382,68,15,966,1457,,0,male
2021/3/7,2021/3/13,80+,נקבה,7245,115,27,1782,2633,,0,female
2021/3/7,2021/3/13,80+,לא ידוע,<15,<15,0,<15,<15,,0,unknown
2021/3/7,2021/3/13,NULL,זכר,2776,83,0,<15,,,0,male
2021/3/7,2021/3/13,NULL,לא ידוע,162,<15,0,,,,,unknown
2021/3/7,2021/3/13,NULL,נקבה,1749,50,0,<15,<15,,0,female
2021/3/14,2021/3/20,0-19,זכר,104438,2408,0,6982,19288,,0,male
2021/3/14,2021/3/20,0-19,לא ידוע,561,15,0,29,71,,0,unknown
2021/3/14,2021/3/20,0-19,נקבה,92959,2138,0,7126,21016,,0,female
2021/3/14,2021/3/20,20-24,זכר,9509,295,0,8498,26440,,0,male
2021/3/14,2021/3/20,20-24,לא ידוע,129,<15,0,57,85,,0,unknown
2021/3/14,2021/3/20,20-24,נקבה,13735,417,0,8340,30131,,0,female
2021/3/14,2021/3/20,25-29,זכר,10977,259,0,7322,29073,,0,male
2021/3/14,2021/3/20,25-29,נקבה,15846,394,<15,7558,30860,,0,female
2021/3/14,2021/3/20,25-29,לא ידוע,129,<15,0,55,90,,0,unknown
2021/3/14,2021/3/20,30-34,זכר,10951,270,<15,6204,25909,,0,male
2021/3/14,2021/3/20,30-34,נקבה,16492,361,0,6848,29101,,0,female
2021/3/14,2021/3/20,30-34,לא ידוע,124,<15,0,58,106,,0,unknown
2021/3/14,2021/3/20,35-39,זכר,9994,243,<15,5149,21043,,0,male
2021/3/14,2021/3/20,35-39,לא ידוע,97,<15,0,59,56,,0,unknown
2021/3/14,2021/3/20,35-39,נקבה,15146,338,0,5255,23014,,0,female
2021/3/14,2021/3/20,40-44,לא ידוע,77,<15,0,34,47,,0,unknown
2021/3/14,2021/3/20,40-44,נקבה,12985,277,0,4298,16838,,0,female
2021/3/14,2021/3/20,40-44,זכר,8674,196,<15,4128,16246,,0,male
2021/3/14,2021/3/20,45-49,לא ידוע,58,<15,0,26,33,,0,unknown
2021/3/14,2021/3/20,45-49,נקבה,11345,225,0,3706,13751,,0,female
2021/3/14,2021/3/20,45-49,זכר,7235,175,<15,3607,12919,,0,male
2021/3/14,2021/3/20,50-54,זכר,5253,144,<15,2549,9290,,0,male
2021/3/14,2021/3/20,50-54,נקבה,9349,172,<15,2881,10501,,0,female
2021/3/14,2021/3/20,50-54,לא ידוע,44,<15,0,26,18,,0,unknown
2021/3/14,2021/3/20,55-59,זכר,4443,92,<15,2007,7105,,0,male
2021/3/14,2021/3/20,55-59,לא ידוע,24,<15,0,20,<15,,0,unknown
2021/3/14,2021/3/20,55-59,נקבה,8238,154,<15,2338,8555,,0,female
2021/3/14,2021/3/20,60-64,לא ידוע,<15,0,0,19,15,,0,unknown
2021/3/14,2021/3/20,60-64,זכר,4028,90,<15,1439,4550,,0,male
2021/3/14,2021/3/20,60-64,נקבה,7574,133,<15,1820,6158,,0,female
2021/3/14,2021/3/20,65-69,נקבה,5591,87,<15,1414,4514,,0,female
2021/3/14,2021/3/20,65-69,זכר,3435,67,<15,1080,3071,,0,male
2021/3/14,2021/3/20,65-69,לא ידוע,<15,<15,0,<15,<15,,0,unknown
2021/3/14,2021/3/20,70-74,לא ידוע,<15,0,0,<15,<15,,0,unknown
2021/3/14,2021/3/20,70-74,זכר,2827,33,<15,716,2182,,0,male
2021/3/14,2021/3/20,70-74,נקבה,4342,69,<15,1049,3623,,0,female
2021/3/14,2021/3/20,75-79,זכר,1591,29,<15,398,1235,,0,male
2021/3/14,2021/3/20,75-79,נקבה,2333,31,<15,637,2045,,0,female
2021/3/14,2021/3/20,75-79,לא ידוע,<15,0,0,<15,<15,,0,unknown
2021/3/14,2021/3/20,80+,זכר,3113,52,23,587,1656,,0,male
2021/3/14,2021/3/20,80+,נקבה,6432,95,15,1160,3190,,0,female
2021/3/14,2021/3/20,80+,לא ידוע,<15,0,0,,<15,,0,unknown
2021/3/14,2021/3/20,NULL,זכר,3400,28,0,,<15,,0,male
2021/3/14,2021/3/20,NULL,לא ידוע,116,<15,0,,,,,unknown
2021/3/14,2021/3/20,NULL,נקבה,2097,36,0,<15,<15,,0,female
2021/3/21,2021/3/27,0-19,זכר,71954,1030,0,3563,10373,,0,male
2021/3/21,2021/3/27,0-19,לא ידוע,231,<15,0,16,35,,0,unknown
2021/3/21,2021/3/27,0-19,נקבה,64211,995,<15,3626,11213,,0,female
2021/3/21,2021/3/27,20-24,זכר,7129,132,<15,4546,13543,,0,male
2021/3/21,2021/3/27,20-24,לא ידוע,70,<15,0,30,38,,0,unknown
2021/3/21,2021/3/27,20-24,נקבה,9628,184,0,4637,14779,,0,female
2021/3/21,2021/3/27,25-29,זכר,8794,138,<15,3991,14036,,0,male
2021/3/21,2021/3/27,25-29,נקבה,11443,166,0,4327,14653,,0,female
2021/3/21,2021/3/27,25-29,לא ידוע,85,<15,0,41,42,,0,unknown
2021/3/21,2021/3/27,30-34,זכר,8808,139,0,3424,12293,,0,male
2021/3/21,2021/3/27,30-34,נקבה,11960,192,0,3625,13371,,0,female
2021/3/21,2021/3/27,30-34,לא ידוע,84,<15,0,47,48,,0,unknown
2021/3/21,2021/3/27,35-39,זכר,7815,105,<15,2647,9998,,0,male
2021/3/21,2021/3/27,35-39,לא ידוע,56,0,0,33,34,,0,unknown
2021/3/21,2021/3/27,35-39,נקבה,10650,166,0,2914,10854,,0,female
2021/3/21,2021/3/27,40-44,לא ידוע,39,0,0,30,28,,0,unknown
2021/3/21,2021/3/27,40-44,נקבה,9547,140,0,2125,8024,,0,female
2021/3/21,2021/3/27,40-44,זכר,6951,132,0,2290,7914,,0,male
2021/3/21,2021/3/27,45-49,לא ידוע,21,0,0,16,<15,,0,unknown
2021/3/21,2021/3/27,45-49,נקבה,8595,144,<15,1876,6406,,0,female
2021/3/21,2021/3/27,45-49,זכר,6106,97,0,1900,6422,,0,male
2021/3/21,2021/3/27,50-54,זכר,4798,69,<15,1373,4690,,0,male
2021/3/21,2021/3/27,50-54,נקבה,7423,87,0,1423,4914,,0,female
2021/3/21,2021/3/27,50-54,לא ידוע,25,0,0,<15,18,,0,unknown
2021/3/21,2021/3/27,55-59,זכר,4226,43,0,1111,3330,,0,male
2021/3/21,2021/3/27,55-59,לא ידוע,17,0,0,<15,<15,,0,unknown
2021/3/21,2021/3/27,55-59,נקבה,6676,79,<15,1193,3897,,0,female
2021/3/21,2021/3/27,60-64,לא ידוע,<15,0,0,<15,<15,,0,unknown
2021/3/21,2021/3/27,60-64,זכר,3614,41,<15,824,2245,,0,male
2021/3/21,2021/3/27,60-64,נקבה,6347,57,<15,938,2880,,0,female
2021/3/21,2021/3/27,65-69,נקבה,4774,53,<15,755,2372,,0,female
2021/3/21,2021/3/27,65-69,זכר,3356,42,<15,600,1556,,0,male
2021/3/21,2021/3/27,65-69,לא ידוע,<15,0,0,<15,<15,,0,unknown
2021/3/21,2021/3/27,70-74,לא ידוע,<15,<15,0,<15,<15,,0,unknown
2021/3/21,2021/3/27,70-74,זכר,2645,29,<15,459,1054,,0,male
2021/3/21,2021/3/27,70-74,נקבה,3775,38,<15,559,1885,,0,female
2021/3/21,2021/3/27,75-79,זכר,1441,23,<15,261,630,,0,male
2021/3/21,2021/3/27,75-79,נקבה,1865,23,<15,326,1090,,0,female
2021/3/21,2021/3/27,75-79,לא ידוע,<15,0,0,<15,<15,,0,unknown
2021/3/21,2021/3/27,80+,זכר,2433,26,15,365,1038,,0,male
2021/3/21,2021/3/27,80+,נקבה,4544,49,15,624,1933,,0,female
2021/3/21,2021/3/27,80+,לא ידוע,<15,0,0,<15,<15,,0,unknown
2021/3/21,2021/3/27,NULL,זכר,3313,48,0,<15,,,0,male
2021/3/21,2021/3/27,NULL,לא ידוע,221,<15,0,,,,,unknown
2021/3/21,2021/3/27,NULL,נקבה,2327,41,0,,<15,,0,female
2021/3/28,2021/4/3,0-19,זכר,40523,556,0,2627,6298,,0,male
2021/3/28,2021/4/3,0-19,לא ידוע,159,<15,0,<15,17,,0,unknown
2021/3/28,2021/4/3,0-19,נקבה,35540,497,0,2384,6798,,0,female
2021/3/28,2021/4/3,20-24,זכר,5069,60,0,2845,7900,,0,male
2021/3/28,2021/4/3,20-24,לא ידוע,49,0,0,29,34,,0,unknown
2021/3/28,2021/4/3,20-24,נקבה,6390,87,0,2914,8418,,0,female
2021/3/28,2021/4/3,25-29,זכר,6119,60,0,2484,7739,,0,male
2021/3/28,2021/4/3,25-29,נקבה,7763,110,0,2601,7984,,0,female
2021/3/28,2021/4/3,25-29,לא ידוע,82,0,0,29,30,,0,unknown
2021/3/28,2021/4/3,30-34,זכר,6203,56,<15,1997,6634,,0,male
2021/3/28,2021/4/3,30-34,נקבה,8163,88,0,2326,7250,,0,female
2021/3/28,2021/4/3,30-34,לא ידוע,99,<15,0,31,44,,0,unknown
2021/3/28,2021/4/3,35-39,זכר,5594,50,0,1581,5211,,0,male
2021/3/28,2021/4/3,35-39,לא ידוע,70,0,0,31,28,,0,unknown
2021/3/28,2021/4/3,35-39,נקבה,7496,96,0,1826,5787,,0,female
2021/3/28,2021/4/3,40-44,לא ידוע,37,<15,0,28,20,,0,unknown
2021/3/28,2021/4/3,40-44,נקבה,7053,75,<15,1601,4532,,0,female
2021/3/28,2021/4/3,40-44,זכר,5304,62,0,1350,4304,,0,male
2021/3/28,2021/4/3,45-49,לא ידוע,39,0,0,<15,23,,0,unknown
2021/3/28,2021/4/3,45-49,נקבה,6870,72,<15,1295,3752,,0,female
2021/3/28,2021/4/3,45-49,זכר,4828,46,0,1218,3686,,0,male
2021/3/28,2021/4/3,50-54,זכר,3714,35,<15,935,2540,,0,male
2021/3/28,2021/4/3,50-54,נקבה,6198,51,<15,1093,2951,,0,female
2021/3/28,2021/4/3,50-54,לא ידוע,32,0,0,<15,22,,0,unknown
2021/3/28,2021/4/3,55-59,זכר,3490,32,<15,759,1872,,0,male
2021/3/28,2021/4/3,55-59,לא ידוע,15,0,0,<15,<15,,0,unknown
2021/3/28,2021/4/3,55-59,נקבה,5624,45,0,916,2354,,0,female
2021/3/28,2021/4/3,60-64,לא ידוע,18,0,0,<15,<15,,0,unknown
2021/3/28,2021/4/3,60-64,זכר,2999,31,<15,541,1269,,0,male
2021/3/28,2021/4/3,60-64,נקבה,5302,32,<15,737,1818,,0,female
2021/3/28,2021/4/3,65-69,נקבה,4035,35,<15,525,1325,,0,female
2021/3/28,2021/4/3,65-69,זכר,2602,19,<15,444,854,,0,male
2021/3/28,2021/4/3,65-69,לא ידוע,<15,0,0,<15,<15,,0,unknown
2021/3/28,2021/4/3,70-74,לא ידוע,<15,0,0,<15,<15,,0,unknown
2021/3/28,2021/4/3,70-74,זכר,2211,19,<15,343,638,,0,male
2021/3/28,2021/4/3,70-74,נקבה,3173,23,<15,457,1083,,0,female
2021/3/28,2021/4/3,75-79,זכר,1136,<15,<15,173,353,,0,male
2021/3/28,2021/4/3,75-79,נקבה,1506,<15,<15,283,674,,0,female
2021/3/28,2021/4/3,75-79,לא ידוע,<15,0,0,<15,<15,,0,unknown
2021/3/28,2021/4/3,80+,זכר,2216,19,<15,298,585,,0,male
2021/3/28,2021/4/3,80+,נקבה,4494,27,<15,635,1233,,0,female
2021/3/28,2021/4/3,80+,לא ידוע,<15,0,0,<15,<15,,0,unknown
2021/3/28,2021/4/3,NULL,זכר,2151,18,0,,<15,,0,male
2021/3/28,2021/4/3,NULL,לא ידוע,119,0,0,,,,,unknown
2021/3/28,2021/4/3,NULL,נקבה,1692,19,0,,<15,,0,female
2021/4/4,2021/4/10,0-19,זכר,43714,379,0,3445,6534,,0,male
2021/4/4,2021/4/10,0-19,לא ידוע,152,0,0,15,23,,0,unknown
2021/4/4,2021/4/10,0-19,נקבה,40389,345,0,3693,7277,,0,female
2021/4/4,2021/4/10,20-24,זכר,7041,45,0,3798,8213,,0,male
2021/4/4,2021/4/10,20-24,לא ידוע,75,<15,0,40,54,,0,unknown
2021/4/4,2021/4/10,20-24,נקבה,9390,70,0,4031,8432,,0,female
2021/4/4,2021/4/10,25-29,זכר,8129,46,0,3316,7498,,0,male
2021/4/4,2021/4/10,25-29,נקבה,10861,70,0,3719,7744,,0,female
2021/4/4,2021/4/10,25-29,לא ידוע,69,0,0,32,66,,0,unknown
2021/4/4,2021/4/10,30-34,זכר,8303,54,0,2935,6464,,0,male
2021/4/4,2021/4/10,30-34,נקבה,11354,87,0,3482,7104,,0,female
2021/4/4,2021/4/10,30-34,לא ידוע,90,0,0,47,69,,0,unknown
2021/4/4,2021/4/10,35-39,זכר,7527,36,0,2287,5242,,0,male
2021/4/4,2021/4/10,35-39,לא ידוע,69,0,0,43,58,,0,unknown
2021/4/4,2021/4/10,35-39,נקבה,10028,45,<15,2611,5402,,0,female
2021/4/4,2021/4/10,40-44,לא ידוע,49,<15,0,21,30,,0,unknown
2021/4/4,2021/4/10,40-44,נקבה,9376,53,<15,2058,4183,,0,female
2021/4/4,2021/4/10,40-44,זכר,6926,36,0,1929,4211,,0,male
2021/4/4,2021/4/10,45-49,לא ידוע,32,0,0,17,27,,0,unknown
2021/4/4,2021/4/10,45-49,נקבה,9104,42,<15,1791,3458,,0,female
2021/4/4,2021/4/10,45-49,זכר,6273,32,<15,1667,3426,,0,male
2021/4/4,2021/4/10,50-54,זכר,5227,27,<15,1280,2340,,0,male
2021/4/4,2021/4/10,50-54,נקבה,8027,34,0,1456,2555,,0,female
2021/4/4,2021/4/10,50-54,לא ידוע,37,0,0,<15,17,,0,unknown
2021/4/4,2021/4/10,55-59,זכר,4441,<15,<15,1003,1615,,0,male
2021/4/4,2021/4/10,55-59,לא ידוע,16,0,0,<15,18,,0,unknown
2021/4/4,2021/4/10,55-59,נקבה,7242,25,<15,1163,2064,,0,female
2021/4/4,2021/4/10,60-64,לא ידוע,<15,0,0,16,20,,0,unknown
2021/4/4,2021/4/10,60-64,זכר,3940,26,<15,805,1127,,0,male
2021/4/4,2021/4/10,60-64,נקבה,6808,28,0,1050,1538,,0,female
2021/4/4,2021/4/10,65-69,נקבה,5079,27,<15,728,1136,,0,female
2021/4/4,2021/4/10,65-69,זכר,3260,15,<15,619,781,,0,male
2021/4/4,2021/4/10,65-69,לא ידוע,<15,0,0,<15,<15,,0,unknown
2021/4/4,2021/4/10,70-74,לא ידוע,<15,<15,0,<15,<15,,0,unknown
2021/4/4,2021/4/10,70-74,זכר,2723,<15,<15,471,565,,0,male
2021/4/4,2021/4/10,70-74,נקבה,4002,18,<15,701,939,,0,female
2021/4/4,2021/4/10,75-79,זכר,1569,<15,<15,263,265,,0,male
2021/4/4,2021/4/10,75-79,נקבה,2328,<15,<15,395,555,,0,female
2021/4/4,2021/4/10,75-79,לא ידוע,<15,0,0,<15,<15,,0,unknown
2021/4/4,2021/4/10,80+,זכר,3083,25,<15,459,503,,0,male
2021/4/4,2021/4/10,80+,נקבה,6986,28,<15,895,1106,,0,female
2021/4/4,2021/4/10,80+,לא ידוע,<15,0,0,<15,<15,,0,unknown
2021/4/4,2021/4/10,NULL,זכר,4003,28,0,<15,,,0,male
2021/4/4,2021/4/10,NULL,לא ידוע,127,<15,0,,,,,unknown
2021/4/4,2021/4/10,NULL,נקבה,2654,<15,0,<15,<15,,0,female
2021/4/11,2021/4/17,0-19,זכר,53035,242,0,2153,2949,,0,male
2021/4/11,2021/4/17,0-19,לא ידוע,222,<15,0,<15,<15,,0,unknown
2021/4/11,2021/4/17,0-19,נקבה,49193,236,0,2270,3179,,0,female
2021/4/11,2021/4/17,20-24,זכר,7130,22,0,2337,3631,,0,male
2021/4/11,2021/4/17,20-24,לא ידוע,80,<15,0,33,17,,0,unknown
2021/4/11,2021/4/17,20-24,נקבה,8644,30,0,2352,3843,,0,female
2021/4/11,2021/4/17,25-29,זכר,6827,31,<15,2057,3396,,0,male
2021/4/11,2021/4/17,25-29,נקבה,8552,28,0,2243,3634,,0,female
2021/4/11,2021/4/17,25-29,לא ידוע,99,<15,0,28,35,,0,unknown
2021/4/11,2021/4/17,30-34,זכר,6883,29,0,1755,2934,,0,male
2021/4/11,2021/4/17,30-34,נקבה,8848,40,0,2097,3236,,0,female
2021/4/11,2021/4/17,30-34,לא ידוע,93,0,0,24,44,,0,unknown
2021/4/11,2021/4/17,35-39,זכר,6359,20,0,1421,2297,,0,male
2021/4/11,2021/4/17,35-39,לא ידוע,65,0,0,23,30,,0,unknown
2021/4/11,2021/4/17,35-39,נקבה,7944,39,0,1623,2508,,0,female
2021/4/11,2021/4/17,40-44,לא ידוע,46,<15,0,23,24,,0,unknown
2021/4/11,2021/4/17,40-44,נקבה,7517,20,<15,1276,1812,,0,female
2021/4/11,2021/4/17,40-44,זכר,5865,25,<15,1151,1775,,0,male
2021/4/11,2021/4/17,45-49,לא ידוע,41,0,0,17,15,,0,unknown
2021/4/11,2021/4/17,45-49,נקבה,7375,33,0,1073,1573,,0,female
2021/4/11,2021/4/17,45-49,זכר,5395,17,0,934,1527,,0,male
2021/4/11,2021/4/17,50-54,זכר,4411,<15,<15,697,1002,,0,male
2021/4/11,2021/4/17,50-54,נקבה,6487,17,0,935,1133,,0,female
2021/4/11,2021/4/17,50-54,לא ידוע,46,0,0,<15,15,,0,unknown
2021/4/11,2021/4/17,55-59,זכר,3869,<15,<15,615,811,,0,male
2021/4/11,2021/4/17,55-59,לא ידוע,17,0,0,<15,<15,,0,unknown
2021/4/11,2021/4/17,55-59,נקבה,6100,15,<15,792,909,,0,female
2021/4/11,2021/4/17,60-64,לא ידוע,19,0,0,<15,<15,,0,unknown
2021/4/11,2021/4/17,60-64,זכר,3309,<15,<15,478,591,,0,male
2021/4/11,2021/4/17,60-64,נקבה,5754,16,<15,643,703,,0,female
2021/4/11,2021/4/17,65-69,נקבה,4531,<15,<15,536,571,,0,female
2021/4/11,2021/4/17,65-69,זכר,2916,<15,<15,379,427,,0,male
2021/4/11,2021/4/17,65-69,לא ידוע,<15,0,0,<15,<15,,0,unknown
2021/4/11,2021/4/17,70-74,לא ידוע,<15,0,0,<15,<15,,0,unknown
2021/4/11,2021/4/17,70-74,זכר,2259,<15,<15,332,308,,0,male
2021/4/11,2021/4/17,70-74,נקבה,3331,<15,<15,454,434,,0,female
2021/4/11,2021/4/17,75-79,זכר,1132,<15,<15,168,161,,0,male
2021/4/11,2021/4/17,75-79,נקבה,1480,17,<15,254,304,,0,female
2021/4/11,2021/4/17,75-79,לא ידוע,<15,0,0,<15,<15,,0,unknown
2021/4/11,2021/4/17,80+,זכר,1760,<15,<15,275,279,,0,male
2021/4/11,2021/4/17,80+,נקבה,3352,22,<15,644,566,,0,female
2021/4/11,2021/4/17,80+,לא ידוע,<15,0,0,,<15,,0,unknown
2021/4/11,2021/4/17,NULL,זכר,4768,<15,0,,<15,,0,male
2021/4/11,2021/4/17,NULL,לא ידוע,207,<15,0,,,,,unknown
2021/4/11,2021/4/17,NULL,נקבה,3345,31,0,,,,,female
2021/4/18,2021/4/24,0-19,זכר,44827,208,0,2506,2666,,0,male
2021/4/18,2021/4/24,0-19,לא ידוע,188,0,0,18,<15,,0,unknown
2021/4/18,2021/4/24,0-19,נקבה,41924,249,0,2607,2577,,0,female
2021/4/18,2021/4/24,20-24,זכר,5966,21,0,2736,3122,,0,male
2021/4/18,2021/4/24,20-24,לא ידוע,61,<15,0,31,27,,0,unknown
2021/4/18,2021/4/24,20-24,נקבה,7822,26,0,2545,3201,,0,female
2021/4/18,2021/4/24,25-29,זכר,7081,21,0,2315,3031,,0,male
2021/4/18,2021/4/24,25-29,נקבה,8837,31,0,2449,3027,,0,female
2021/4/18,2021/4/24,25-29,לא ידוע,65,<15,0,31,29,,0,unknown
2021/4/18,2021/4/24,30-34,זכר,7361,24,0,1963,2489,,0,male
2021/4/18,2021/4/24,30-34,נקבה,9540,24,0,2182,2733,,0,female
2021/4/18,2021/4/24,30-34,לא ידוע,75,0,0,31,34,,0,unknown
2021/4/18,2021/4/24,35-39,זכר,7099,18,0,1609,1943,,0,male
2021/4/18,2021/4/24,35-39,לא ידוע,68,<15,0,25,27,,0,unknown
2021/4/18,2021/4/24,35-39,נקבה,8722,27,0,1761,2087,,0,female
2021/4/18,2021/4/24,40-44,לא ידוע,44,0,0,23,23,,0,unknown
2021/4/18,2021/4/24,40-44,נקבה,8267,27,0,1342,1600,,0,female
2021/4/18,2021/4/24,40-44,זכר,6418,30,<15,1290,1622,,0,male
2021/4/18,2021/4/24,45-49,לא ידוע,35,<15,0,<15,<15,,0,unknown
2021/4/18,2021/4/24,45-49,נקבה,8007,29,0,1258,1192,,0,female
2021/4/18,2021/4/24,45-49,זכר,6183,22,0,1179,1265,,0,male
2021/4/18,2021/4/24,50-54,זכר,4903,<15,<15,894,981,,0,male
2021/4/18,2021/4/24,50-54,נקבה,7155,<15,0,994,964,,0,female
2021/4/18,2021/4/24,50-54,לא ידוע,30,0,0,<15,<15,,0,unknown
2021/4/18,2021/4/24,55-59,זכר,4123,<15,<15,668,747,,0,male
2021/4/18,2021/4/24,55-59,לא ידוע,19,0,0,<15,<15,,0,unknown
2021/4/18,2021/4/24,55-59,נקבה,6473,18,0,859,824,,0,female
2021/4/18,2021/4/24,60-64,לא ידוע,15,0,0,<15,<15,,0,unknown
2021/4/18,2021/4/24,60-64,זכר,3643,<15,<15,561,576,,0,male
2021/4/18,2021/4/24,60-64,נקבה,6035,<15,0,654,694,,0,female
2021/4/18,2021/4/24,65-69,נקבה,4654,<15,<15,535,523,,0,female
2021/4/18,2021/4/24,65-69,זכר,3067,<15,<15,459,407,,0,male
2021/4/18,2021/4/24,65-69,לא ידוע,<15,0,0,<15,<15,,0,unknown
2021/4/18,2021/4/24,70-74,לא ידוע,<15,0,0,<15,<15,,0,unknown
2021/4/18,2021/4/24,70-74,זכר,2441,<15,0,301,309,,0,male
2021/4/18,2021/4/24,70-74,נקבה,3411,<15,<15,444,451,,0,female
2021/4/18,2021/4/24,75-79,זכר,1234,<15,<15,161,168,,0,male
2021/4/18,2021/4/24,75-79,נקבה,1564,<15,0,244,282,,0,female
