first_week_day,last_week_day,age_group,gender,weekly_tests_num,weekly_cases,weekly_deceased,weekly_first_dose,weekly_second_dose,weekly_third_dose,weekly_fourth_dose,Gender
2020/9/20,2020/9/26,75-79,זכר,2346,228,<15,,,,,male
2020/9/20,2020/9/26,75-79,נקבה,3507,201,<15,,,,,female
2020/9/20,2020/9/26,75-79,לא ידוע,<15,<15,0,,,,,unknown
2020/9/20,2020/9/26,80+,זכר,5728,312,50,,,,,male
2020/9/20,2020/9/26,80+,נקבה,14178,437,57,,,,,female
2020/9/20,2020/9/26,80+,לא ידוע,34,<15,0,,,,,unknown
2020/9/20,2020/9/26,NULL,זכר,1145,74,0,,,,,male
2020/9/20,2020/9/26,NULL,לא ידוע,121,<15,0,,,,,unknown
2020/9/20,2020/9/26,NULL,נקבה,1140,78,0,,,,,female
2020/9/27,2020/10/3,0-19,זכר,39720,6793,0,,,,,male
2020/9/27,2020/10/3,0-19,לא ידוע,87,17,0,,,,,unknown
2020/9/27,2020/10/3,0-19,נקבה,33866,5053,0,,,,,female
2020/9/27,2020/10/3,20-24,זכר,11279,2174,0,,,,,male
2020/9/27,2020/10/3,20-24,לא ידוע,<15,0,0,,,,,unknown
2020/9/27,2020/10/3,20-24,נקבה,12425,1814,0,,,,,female
2020/9/27,2020/10/3,25-29,זכר,9890,1565,0,,,,,male
2020/9/27,2020/10/3,25-29,נקבה,12516,1462,0,,,,,female
2020/9/27,2020/10/3,25-29,לא ידוע,<15,<15,0,,,,,unknown
2020/9/27,2020/10/3,30-34,זכר,9068,1369,<15,,,,,male
2020/9/27,2020/10/3,30-34,נקבה,11718,1215,0,,,,,female
2020/9/27,2020/10/3,30-34,לא ידוע,<15,<15,0,,,,,unknown
2020/9/27,2020/10/3,35-39,זכר,8022,1241,<15,,,,,male
2020/9/27,2020/10/3,35-39,לא ידוע,16,<15,0,,,,,unknown
2020/9/27,2020/10/3,35-39,נקבה,10901,1149,0,,,,,female
2020/9/27,2020/10/3,40-44,לא ידוע,<15,0,0,,,,,unknown
2020/9/27,2020/10/3,40-44,נקבה,10716,1086,0,,,,,female
2020/9/27,2020/10/3,40-44,זכר,7308,1065,<15,,,,,male
2020/9/27,2020/10/3,45-49,לא ידוע,<15,0,0,,,,,unknown
2020/9/27,2020/10/3,45-49,נקבה,10577,1066,0,,,,,female
2020/9/27,2020/10/3,45-49,זכר,6800,1028,<15,,,,,male
2020/9/27,2020/10/3,50-54,זכר,5926,849,<15,,,,,male
2020/9/27,2020/10/3,50-54,נקבה,9774,861,<15,,,,,female
2020/9/27,2020/10/3,50-54,לא ידוע,19,<15,0,,,,,unknown
2020/9/27,2020/10/3,55-59,זכר,5345,759,<15,,,,,male
2020/9/27,2020/10/3,55-59,לא ידוע,<15,<15,0,,,,,unknown
2020/9/27,2020/10/3,55-59,נקבה,8865,744,<15,,,,,female
2020/9/27,2020/10/3,60-64,לא ידוע,<15,<15,0,,,,,unknown
2020/9/27,2020/10/3,60-64,זכר,4870,720,<15,,,,,male
2020/9/27,2020/10/3,60-64,נקבה,7347,632,<15,,,,,female
2020/9/27,2020/10/3,65-69,נקבה,5439,486,<15,,,,,female
2020/9/27,2020/10/3,65-69,זכר,4087,601,16,,,,,male
2020/9/27,2020/10/3,65-69,לא ידוע,<15,0,0,,,,,unknown
2020/9/27,2020/10/3,70-74,לא ידוע,<15,<15,0,,,,,unknown
2020/9/27,2020/10/3,70-74,זכר,3371,432,22,,,,,male
2020/9/27,2020/10/3,70-74,נקבה,4499,343,<15,,,,,female
2020/9/27,2020/10/3,75-79,זכר,1996,236,25,,,,,male
2020/9/27,2020/10/3,75-79,נקבה,2893,244,<15,,,,,female
2020/9/27,2020/10/3,75-79,לא ידוע,<15,0,0,,,,,unknown
2020/9/27,2020/10/3,80+,זכר,4742,359,72,,,,,male
2020/9/27,2020/10/3,80+,נקבה,10681,437,59,,,,,female
2020/9/27,2020/10/3,80+,לא ידוע,17,<15,0,,,,,unknown
2020/9/27,2020/10/3,NULL,זכר,1159,83,0,,,,,male
2020/9/27,2020/10/3,NULL,לא ידוע,123,<15,0,,,,,unknown
2020/9/27,2020/10/3,NULL,נקבה,1112,83,0,,,,,female
2020/10/4,2020/10/10,0-19,זכר,32301,4510,0,,,,,male
2020/10/4,2020/10/10,0-19,לא ידוע,70,17,0,,,,,unknown
2020/10/4,2020/10/10,0-19,נקבה,28885,4035,0,,,,,female
2020/10/4,2020/10/10,20-24,זכר,9819,1283,0,,,,,male
2020/10/4,2020/10/10,20-24,לא ידוע,<15,0,0,,,,,unknown
2020/10/4,2020/10/10,20-24,נקבה,11641,1314,<15,,,,,female
2020/10/4,2020/10/10,25-29,זכר,9127,1029,0,,,,,male
2020/10/4,2020/10/10,25-29,נקבה,11667,985,0,,,,,female
2020/10/4,2020/10/10,25-29,לא ידוע,<15,<15,0,,,,,unknown
2020/10/4,2020/10/10,30-34,זכר,8150,848,0,,,,,male
2020/10/4,2020/10/10,30-34,נקבה,11086,819,<15,,,,,female
2020/10/4,2020/10/10,30-34,לא ידוע,17,<15,0,,,,,unknown
2020/10/4,2020/10/10,35-39,זכר,7266,744,<15,,,,,male
2020/10/4,2020/10/10,35-39,לא ידוע,27,<15,0,,,,,unknown
2020/10/4,2020/10/10,35-39,נקבה,10183,791,0,,,,,female
2020/10/4,2020/10/10,40-44,לא ידוע,19,<15,0,,,,,unknown
2020/10/4,2020/10/10,40-44,נקבה,10078,758,0,,,,,female
2020/10/4,2020/10/10,40-44,זכר,6610,708,0,,,,,male
2020/10/4,2020/10/10,45-49,לא ידוע,<15,0,0,,,,,unknown
2020/10/4,2020/10/10,45-49,נקבה,10207,727,<15,,,,,female
2020/10/4,2020/10/10,45-49,זכר,6190,651,0,,,,,male
2020/10/4,2020/10/10,50-54,זכר,5448,557,<15,,,,,male
2020/10/4,2020/10/10,50-54,נקבה,9597,594,0,,,,,female
2020/10/4,2020/10/10,50-54,לא ידוע,18,0,0,,,,,unknown
2020/10/4,2020/10/10,55-59,זכר,5028,527,<15,,,,,male
2020/10/4,2020/10/10,55-59,לא ידוע,15,<15,0,,,,,unknown
2020/10/4,2020/10/10,55-59,נקבה,9062,564,<15,,,,,female
2020/10/4,2020/10/10,60-64,לא ידוע,<15,<15,0,,,,,unknown
2020/10/4,2020/10/10,60-64,זכר,4822,515,15,,,,,male
2020/10/4,2020/10/10,60-64,נקבה,7492,445,<15,,,,,female
2020/10/4,2020/10/10,65-69,נקבה,5934,380,<15,,,,,female
2020/10/4,2020/10/10,65-69,זכר,4337,431,<15,,,,,male
2020/10/4,2020/10/10,65-69,לא ידוע,<15,<15,0,,,,,unknown
2020/10/4,2020/10/10,70-74,לא ידוע,<15,0,0,,,,,unknown
2020/10/4,2020/10/10,70-74,זכר,3523,327,21,,,,,male
2020/10/4,2020/10/10,70-74,נקבה,5109,312,<15,,,,,female
2020/10/4,2020/10/10,75-79,זכר,2295,196,17,,,,,male
2020/10/4,2020/10/10,75-79,נקבה,3206,185,19,,,,,female
2020/10/4,2020/10/10,75-79,לא ידוע,<15,<15,0,,,,,unknown
2020/10/4,2020/10/10,80+,זכר,5389,297,73,,,,,male
2020/10/4,2020/10/10,80+,נקבה,12293,392,65,,,,,female
2020/10/4,2020/10/10,80+,לא ידוע,17,0,0,,,,,unknown
2020/10/4,2020/10/10,NULL,זכר,1061,82,0,,,,,male
2020/10/4,2020/10/10,NULL,לא ידוע,126,16,0,,,,,unknown
2020/10/4,2020/10/10,NULL,נקבה,1185,71,0,,,,,female
2020/10/11,2020/10/17,0-19,זכר,24109,2238,0,,,,,male
2020/10/11,2020/10/17,0-19,לא ידוע,58,<15,0,,,,,unknown
2020/10/11,2020/10/17,0-19,נקבה,21162,2118,<15,,,,,female
2020/10/11,2020/10/17,20-24,זכר,7748,655,0,,,,,male
2020/10/11,2020/10/17,20-24,לא ידוע,<15,0,0,,,,,unknown
2020/10/11,2020/10/17,20-24,נקבה,9692,711,0,,,,,female
2020/10/11,2020/10/17,25-29,זכר,7390,491,0,,,,,male
2020/10/11,2020/10/17,25-29,נקבה,10393,572,0,,,,,female
2020/10/11,2020/10/17,25-29,לא ידוע,<15,<15,0,,,,,unknown
2020/10/11,2020/10/17,30-34,זכר,6855,378,0,,,,,male
2020/10/11,2020/10/17,30-34,נקבה,10448,455,0,,,,,female
2020/10/11,2020/10/17,30-34,לא ידוע,15,0,0,,,,,unknown
2020/10/11,2020/10/17,35-39,זכר,6092,347,0,,,,,male
2020/10/11,2020/10/17,35-39,לא ידוע,21,<15,0,,,,,unknown
2020/10/11,2020/10/17,35-39,נקבה,10060,420,0,,,,,female
2020/10/11,2020/10/17,40-44,לא ידוע,19,<15,0,,,,,unknown
2020/10/11,2020/10/17,40-44,נקבה,10095,401,0,,,,,female
2020/10/11,2020/10/17,40-44,זכר,5744,334,0,,,,,male
2020/10/11,2020/10/17,45-49,לא ידוע,<15,0,0,,,,,unknown
2020/10/11,2020/10/17,45-49,נקבה,10411,354,0,,,,,female
2020/10/11,2020/10/17,45-49,זכר,5532,302,<15,,,,,male
2020/10/11,2020/10/17,50-54,זכר,4857,260,<15,,,,,male
2020/10/11,2020/10/17,50-54,נקבה,9825,341,<15,,,,,female
2020/10/11,2020/10/17,50-54,לא ידוע,15,<15,0,,,,,unknown
2020/10/11,2020/10/17,55-59,זכר,4503,254,<15,,,,,male
2020/10/11,2020/10/17,55-59,לא ידוע,<15,0,0,,,,,unknown
2020/10/11,2020/10/17,55-59,נקבה,9603,297,<15,,,,,female
2020/10/11,2020/10/17,60-64,לא ידוע,<15,0,0,,,,,unknown
2020/10/11,2020/10/17,60-64,זכר,4451,211,<15,,,,,male
2020/10/11,2020/10/17,60-64,נקבה,7786,221,<15,,,,,female
2020/10/11,2020/10/17,65-69,נקבה,6033,167,<15,,,,,female
2020/10/11,2020/10/17,65-69,זכר,3945,204,20,,,,,male
2020/10/11,2020/10/17,65-69,לא ידוע,<15,0,0,,,,,unknown
2020/10/11,2020/10/17,70-74,לא ידוע,<15,<15,0,,,,,unknown
2020/10/11,2020/10/17,70-74,זכר,3555,147,28,,,,,male
2020/10/11,2020/10/17,70-74,נקבה,4842,132,<15,,,,,female
2020/10/11,2020/10/17,75-79,זכר,2096,100,19,,,,,male
2020/10/11,2020/10/17,75-79,נקבה,3001,111,<15,,,,,female
2020/10/11,2020/10/17,75-79,לא ידוע,<15,0,0,,,,,unknown
2020/10/11,2020/10/17,80+,זכר,4638,143,78,,,,,male
2020/10/11,2020/10/17,80+,נקבה,10570,266,50,,,,,female
2020/10/11,2020/10/17,80+,לא ידוע,<15,0,0,,,,,unknown
2020/10/11,2020/10/17,NULL,זכר,1040,45,<15,,,,,male
2020/10/11,2020/10/17,NULL,לא ידוע,183,<15,0,,,,,unknown
2020/10/11,2020/10/17,NULL,נקבה,1096,61,0,,,,,female
2020/10/18,2020/10/24,0-19,זכר,29424,1237,0,,,,,male
2020/10/18,2020/10/24,0-19,לא ידוע,36,<15,0,,,,,unknown
2020/10/18,2020/10/24,0-19,נקבה,16255,1052,0,,,,,female
2020/10/18,2020/10/24,20-24,זכר,9366,353,0,,,,,male
2020/10/18,2020/10/24,20-24,לא ידוע,<15,0,0,,,,,unknown
2020/10/18,2020/10/24,20-24,נקבה,8671,354,0,,,,,female
2020/10/18,2020/10/24,25-29,זכר,6641,243,0,,,,,male
2020/10/18,2020/10/24,25-29,נקבה,9849,291,0,,,,,female
2020/10/18,2020/10/24,25-29,לא ידוע,<15,0,0,,,,,unknown
2020/10/18,2020/10/24,30-34,זכר,6478,229,0,,,,,male
2020/10/18,2020/10/24,30-34,נקבה,10070,262,0,,,,,female
2020/10/18,2020/10/24,30-34,לא ידוע,15,0,0,,,,,unknown
2020/10/18,2020/10/24,35-39,זכר,5932,204,0,,,,,male
2020/10/18,2020/10/24,35-39,לא ידוע,23,<15,0,,,,,unknown
2020/10/18,2020/10/24,35-39,נקבה,9796,226,<15,,,,,female
2020/10/18,2020/10/24,40-44,לא ידוע,17,0,0,,,,,unknown
2020/10/18,2020/10/24,40-44,נקבה,9665,222,0,,,,,female
2020/10/18,2020/10/24,40-44,זכר,5330,182,0,,,,,male
2020/10/18,2020/10/24,45-49,לא ידוע,<15,0,0,,,,,unknown
2020/10/18,2020/10/24,45-49,נקבה,10302,214,0,,,,,female
2020/10/18,2020/10/24,45-49,זכר,5150,203,<15,,,,,male
2020/10/18,2020/10/24,50-54,זכר,4416,148,<15,,,,,male
2020/10/18,2020/10/24,50-54,נקבה,9525,190,<15,,,,,female
2020/10/18,2020/10/24,50-54,לא ידוע,<15,0,0,,,,,unknown
2020/10/18,2020/10/24,55-59,זכר,4127,139,<15,,,,,male
2020/10/18,2020/10/24,55-59,לא ידוע,15,0,0,,,,,unknown
2020/10/18,2020/10/24,55-59,נקבה,9194,150,<15,,,,,female
2020/10/18,2020/10/24,60-64,לא ידוע,<15,0,0,,,,,unknown
2020/10/18,2020/10/24,60-64,זכר,4097,123,<15,,,,,male
2020/10/18,2020/10/24,60-64,נקבה,7613,129,<15,,,,,female
2020/10/18,2020/10/24,65-69,נקבה,5792,105,<15,,,,,female
2020/10/18,2020/10/24,65-69,זכר,3630,108,<15,,,,,male
2020/10/18,2020/10/24,65-69,לא ידוע,<15,0,0,,,,,unknown
2020/10/18,2020/10/24,70-74,לא ידוע,<15,<15,0,,,,,unknown
2020/10/18,2020/10/24,70-74,זכר,3156,74,20,,,,,male
2020/10/18,2020/10/24,70-74,נקבה,4453,81,<15,,,,,female
2020/10/18,2020/10/24,75-79,זכר,1882,46,15,,,,,male
2020/10/18,2020/10/24,75-79,נקבה,2552,51,<15,,,,,female
2020/10/18,2020/10/24,75-79,לא ידוע,<15,0,0,,,,,unknown
2020/10/18,2020/10/24,80+,זכר,3498,88,62,,,,,male
2020/10/18,2020/10/24,80+,נקבה,7609,146,43,,,,,female
2020/10/18,2020/10/24,80+,לא ידוע,<15,0,0,,,,,unknown
2020/10/18,2020/10/24,NULL,זכר,1287,30,0,,,,,male
2020/10/18,2020/10/24,NULL,לא ידוע,194,<15,0,,,,,unknown
2020/10/18,2020/10/24,NULL,נקבה,1183,32,0,,,,,female
2020/10/25,2020/10/31,0-19,זכר,24814,767,0,,,,,male
2020/10/25,2020/10/31,0-19,לא ידוע,51,<15,0,,,,,unknown
2020/10/25,2020/10/31,0-19,נקבה,15876,606,0,,,,,female
2020/10/25,2020/10/31,20-24,זכר,8269,208,0,,,,,male
2020/10/25,2020/10/31,20-24,לא ידוע,<15,<15,0,,,,,unknown
2020/10/25,2020/10/31,20-24,נקבה,7985,281,0,,,,,female
2020/10/25,2020/10/31,25-29,זכר,6510,181,0,,,,,male
2020/10/25,2020/10/31,25-29,נקבה,9897,229,0,,,,,female
2020/10/25,2020/10/31,25-29,לא ידוע,<15,0,0,,,,,unknown
2020/10/25,2020/10/31,30-34,זכר,6631,130,<15,,,,,male
2020/10/25,2020/10/31,30-34,נקבה,10681,169,0,,,,,female
2020/10/25,2020/10/31,30-34,לא ידוע,16,0,0,,,,,unknown
2020/10/25,2020/10/31,35-39,זכר,6131,126,<15,,,,,male
2020/10/25,2020/10/31,35-39,לא ידוע,20,0,0,,,,,unknown
2020/10/25,2020/10/31,35-39,נקבה,10193,180,0,,,,,female
2020/10/25,2020/10/31,40-44,לא ידוע,24,<15,0,,,,,unknown
2020/10/25,2020/10/31,40-44,נקבה,9891,165,<15,,,,,female
2020/10/25,2020/10/31,40-44,זכר,5433,124,<15,,,,,male
2020/10/25,2020/10/31,45-49,לא ידוע,<15,0,0,,,,,unknown
2020/10/25,2020/10/31,45-49,נקבה,10125,171,0,,,,,female
2020/10/25,2020/10/31,45-49,זכר,5094,124,<15,,,,,male
2020/10/25,2020/10/31,50-54,זכר,4397,105,<15,,,,,male
2020/10/25,2020/10/31,50-54,נקבה,9170,153,0,,,,,female
2020/10/25,2020/10/31,50-54,לא ידוע,<15,0,0,,,,,unknown
2020/10/25,2020/10/31,55-59,זכר,4098,103,<15,,,,,male
2020/10/25,2020/10/31,55-59,לא ידוע,15,0,0,,,,,unknown
2020/10/25,2020/10/31,55-59,נקבה,8846,121,<15,,,,,female
2020/10/25,2020/10/31,60-64,לא ידוע,<15,0,0,,,,,unknown
2020/10/25,2020/10/31,60-64,זכר,4021,99,<15,,,,,male
2020/10/25,2020/10/31,60-64,נקבה,7168,89,<15,,,,,female
2020/10/25,2020/10/31,65-69,נקבה,5387,71,<15,,,,,female
2020/10/25,2020/10/31,65-69,זכר,3730,74,<15,,,,,male
2020/10/25,2020/10/31,65-69,לא ידוע,<15,0,0,,,,,unknown
2020/10/25,2020/10/31,70-74,לא ידוע,<15,0,0,,,,,unknown
2020/10/25,2020/10/31,70-74,זכר,3113,51,<15,,,,,male
2020/10/25,2020/10/31,70-74,נקבה,4325,57,<15,,,,,female
2020/10/25,2020/10/31,75-79,זכר,1722,32,<15,,,,,male
2020/10/25,2020/10/31,75-79,נקבה,2346,36,<15,,,,,female
2020/10/25,2020/10/31,75-79,לא ידוע,<15,0,0,,,,,unknown
2020/10/25,2020/10/31,80+,זכר,3586,57,39,,,,,male
2020/10/25,2020/10/31,80+,נקבה,7871,68,47,,,,,female
2020/10/25,2020/10/31,80+,לא ידוע,27,0,0,,,,,unknown
2020/10/25,2020/10/31,NULL,זכר,1404,38,0,,,,,male
2020/10/25,2020/10/31,NULL,לא ידוע,184,15,0,,,,,unknown
2020/10/25,2020/10/31,NULL,נקבה,1206,16,0,,,,,female
2020/11/1,2020/11/7,0-19,זכר,28764,642,0,,,,,male
2020/11/1,2020/11/7,0-19,לא ידוע,33,0,0,,,,,unknown
2020/11/1,2020/11/7,0-19,נקבה,16978,592,0,,,,,female
2020/11/1,2020/11/7,20-24,זכר,8668,204,0,,,,,male
2020/11/1,2020/11/7,20-24,לא ידוע,<15,0,0,,,,,unknown
2020/11/1,2020/11/7,20-24,נקבה,7477,245,0,,,,,female
2020/11/1,2020/11/7,25-29,זכר,6949,171,0,,,,,male
2020/11/1,2020/11/7,25-29,נקבה,9357,230,0,,,,,female
2020/11/1,2020/11/7,25-29,לא ידוע,<15,0,0,,,,,unknown
2020/11/1,2020/11/7,30-34,זכר,6891,153,<15,,,,,male
2020/11/1,2020/11/7,30-34,נקבה,9978,214,<15,,,,,female
2020/11/1,2020/11/7,30-34,לא ידוע,20,0,0,,,,,unknown
2020/11/1,2020/11/7,35-39,זכר,6560,120,0,,,,,male
2020/11/1,2020/11/7,35-39,לא ידוע,28,0,0,,,,,unknown
2020/11/1,2020/11/7,35-39,נקבה,9290,160,0,,,,,female
2020/11/1,2020/11/7,40-44,לא ידוע,15,0,0,,,,,unknown
2020/11/1,2020/11/7,40-44,נקבה,8910,188,0,,,,,female
2020/11/1,2020/11/7,40-44,זכר,5791,137,0,,,,,male
2020/11/1,2020/11/7,45-49,לא ידוע,<15,0,0,,,,,unknown
2020/11/1,2020/11/7,45-49,נקבה,8905,178,0,,,,,female
2020/11/1,2020/11/7,45-49,זכר,5270,134,0,,,,,male
2020/11/1,2020/11/7,50-54,זכר,4442,133,<15,,,,,male
2020/11/1,2020/11/7,50-54,נקבה,8036,155,<15,,,,,female
2020/11/1,2020/11/7,50-54,לא ידוע,15,0,0,,,,,unknown
2020/11/1,2020/11/7,55-59,זכר,4153,114,<15,,,,,male
2020/11/1,2020/11/7,55-59,לא ידוע,15,0,0,,,,,unknown
2020/11/1,2020/11/7,55-59,נקבה,8089,128,<15,,,,,female
2020/11/1,2020/11/7,60-64,לא ידוע,<15,0,0,,,,,unknown
2020/11/1,2020/11/7,60-64,זכר,3996,80,<15,,,,,male
2020/11/1,2020/11/7,60-64,נקבה,6801,91,<15,,,,,female
2020/11/1,2020/11/7,65-69,נקבה,5285,85,<15,,,,,female
2020/11/1,2020/11/7,65-69,זכר,3819,62,<15,,,,,male
2020/11/1,2020/11/7,65-69,לא ידוע,<15,0,0,,,,,unknown
2020/11/1,2020/11/7,70-74,לא ידוע,<15,0,0,,,,,unknown
2020/11/1,2020/11/7,70-74,זכר,3315,40,<15,,,,,male
2020/11/1,2020/11/7,70-74,נקבה,4302,56,<15,,,,,female
2020/11/1,2020/11/7,75-79,זכר,1729,30,<15,,,,,male
2020/11/1,2020/11/7,75-79,נקבה,2470,34,<15,,,,,female
2020/11/1,2020/11/7,75-79,לא ידוע,<15,0,0,,,,,unknown
2020/11/1,2020/11/7,80+,זכר,3363,41,20,,,,,male
2020/11/1,2020/11/7,80+,נקבה,7135,78,34,,,,,female
2020/11/1,2020/11/7,80+,לא ידוע,<15,0,0,,,,,unknown
2020/11/1,2020/11/7,NULL,זכר,1158,15,0,,,,,male
2020/11/1,2020/11/7,NULL,לא ידוע,143,<15,0,,,,,unknown
2020/11/1,2020/11/7,NULL,נקבה,927,18,<15,,,,,female
2020/11/8,2020/11/14,0-19,זכר,30994,706,0,,,,,male
2020/11/8,2020/11/14,0-19,לא ידוע,39,0,0,,,,,unknown
2020/11/8,2020/11/14,0-19,נקבה,21252,588,0,,,,,female
2020/11/8,2020/11/14,20-24,זכר,6862,183,0,,,,,male
2020/11/8,2020/11/14,20-24,לא ידוע,<15,0,0,,,,,unknown
2020/11/8,2020/11/14,20-24,נקבה,8024,231,0,,,,,female
2020/11/8,2020/11/14,25-29,זכר,6797,135,0,,,,,male
2020/11/8,2020/11/14,25-29,נקבה,10063,240,0,,,,,female
2020/11/8,2020/11/14,25-29,לא ידוע,<15,0,0,,,,,unknown
2020/11/8,2020/11/14,30-34,זכר,7469,161,0,,,,,male
2020/11/8,2020/11/14,30-34,נקבה,11198,178,0,,,,,female
2020/11/8,2020/11/14,30-34,לא ידוע,16,0,0,,,,,unknown
2020/11/8,2020/11/14,35-39,זכר,7365,129,0,,,,,male
2020/11/8,2020/11/14,35-39,לא ידוע,<15,0,0,,,,,unknown
2020/11/8,2020/11/14,35-39,נקבה,10665,175,0,,,,,female
2020/11/8,2020/11/14,40-44,לא ידוע,20,0,0,,,,,unknown
2020/11/8,2020/11/14,40-44,נקבה,9740,198,0,,,,,female
2020/11/8,2020/11/14,40-44,זכר,6474,160,0,,,,,male
2020/11/8,2020/11/14,45-49,לא ידוע,<15,0,0,,,,,unknown
2020/11/8,2020/11/14,45-49,נקבה,9289,173,<15,,,,,female
2020/11/8,2020/11/14,45-49,זכר,5707,128,<15,,,,,male
2020/11/8,2020/11/14,50-54,זכר,4553,124,<15,,,,,male
2020/11/8,2020/11/14,50-54,נקבה,8265,144,<15,,,,,female
2020/11/8,2020/11/14,50-54,לא ידוע,<15,0,0,,,,,unknown
2020/11/8,2020/11/14,55-59,זכר,4376,107,<15,,,,,male
2020/11/8,2020/11/14,55-59,לא ידוע,<15,0,0,,,,,unknown
2020/11/8,2020/11/14,55-59,נקבה,8125,113,<15,,,,,female
2020/11/8,2020/11/14,60-64,לא ידוע,<15,0,0,,,,,unknown
2020/11/8,2020/11/14,60-64,זכר,4285,83,<15,,,,,male
2020/11/8,2020/11/14,60-64,נקבה,7049,109,<15,,,,,female
2020/11/8,2020/11/14,65-69,נקבה,5627,79,<15,,,,,female
2020/11/8,2020/11/14,65-69,זכר,4028,78,<15,,,,,male
2020/11/8,2020/11/14,65-69,לא ידוע,<15,0,0,,,,,unknown
2020/11/8,2020/11/14,70-74,לא ידוע,<15,0,0,,,,,unknown
2020/11/8,2020/11/14,70-74,זכר,3534,58,<15,,,,,male
2020/11/8,2020/11/14,70-74,נקבה,4488,70,<15,,,,,female
2020/11/8,2020/11/14,75-79,זכר,2017,43,<15,,,,,male
2020/11/8,2020/11/14,75-79,נקבה,2544,42,<15,,,,,female
2020/11/8,2020/11/14,75-79,לא ידוע,<15,0,0,,,,,unknown
2020/11/8,2020/11/14,80+,זכר,3507,36,<15,,,,,male
2020/11/8,2020/11/14,80+,נקבה,6785,68,<15,,,,,female
2020/11/8,2020/11/14,80+,לא ידוע,<15,0,0,,,,,unknown
2020/11/8,2020/11/14,NULL,זכר,1302,23,0,,,,,male
2020/11/8,2020/11/14,NULL,לא ידוע,126,<15,0,,,,,unknown
2020/11/8,2020/11/14,NULL,נקבה,901,20,0,,,,,female
2020/11/15,2020/11/21,0-19,זכר,36352,739,0,,,,,male
2020/11/15,2020/11/21,0-19,לא ידוע,67,<15,0,,,,,unknown
2020/11/15,2020/11/21,0-19,נקבה,25483,657,0,,,,,female
2020/11/15,2020/11/21,20-24,זכר,9921,171,0,,,,,male
2020/11/15,2020/11/21,20-24,לא ידוע,<15,0,0,,,,,unknown
2020/11/15,2020/11/21,20-24,נקבה,10037,278,0,,,,,female
2020/11/15,2020/11/21,25-29,זכר,9301,179,0,,,,,male
2020/11/15,2020/11/21,25-29,נקבה,11999,254,<15,,,,,female
2020/11/15,2020/11/21,25-29,לא ידוע,16,0,0,,,,,unknown
2020/11/15,2020/11/21,30-34,זכר,9779,160,0,,,,,male
2020/11/15,2020/11/21,30-34,נקבה,12866,243,0,,,,,female
2020/11/15,2020/11/21,30-34,לא ידוע,44,<15,0,,,,,unknown
2020/11/15,2020/11/21,35-39,זכר,9377,169,0,,,,,male
2020/11/15,2020/11/21,35-39,לא ידוע,43,0,0,,,,,unknown
2020/11/15,2020/11/21,35-39,נקבה,12518,207,0,,,,,female
2020/11/15,2020/11/21,40-44,לא ידוע,26,0,0,,,,,unknown
2020/11/15,2020/11/21,40-44,נקבה,12219,209,0,,,,,female
2020/11/15,2020/11/21,40-44,זכר,9031,156,0,,,,,male
2020/11/15,2020/11/21,45-49,לא ידוע,22,0,0,,,,,unknown
2020/11/15,2020/11/21,45-49,נקבה,11681,212,<15,,,,,female
2020/11/15,2020/11/21,45-49,זכר,8363,152,0,,,,,male
2020/11/15,2020/11/21,50-54,זכר,6934,122,0,,,,,male
2020/11/15,2020/11/21,50-54,נקבה,10439,177,0,,,,,female
2020/11/15,2020/11/21,50-54,לא ידוע,20,0,0,,,,,unknown
2020/11/15,2020/11/21,55-59,זכר,6240,119,<15,,,,,male
2020/11/15,2020/11/21,55-59,לא ידוע,22,0,0,,,,,unknown
2020/11/15,2020/11/21,55-59,נקבה,10054,128,<15,,,,,female
2020/11/15,2020/11/21,60-64,לא ידוע,<15,0,0,,,,,unknown
2020/11/15,2020/11/21,60-64,זכר,5857,101,<15,,,,,male
2020/11/15,2020/11/21,60-64,נקבה,8572,118,0,,,,,female
2020/11/15,2020/11/21,65-69,נקבה,6655,84,<15,,,,,female
2020/11/15,2020/11/21,65-69,זכר,5245,83,<15,,,,,male
2020/11/15,2020/11/21,65-69,לא ידוע,<15,0,0,,,,,unknown
2020/11/15,2020/11/21,70-74,לא ידוע,<15,0,0,,,,,unknown
2020/11/15,2020/11/21,70-74,זכר,4049,53,<15,,,,,male
2020/11/15,2020/11/21,70-74,נקבה,4978,70,<15,,,,,female
2020/11/15,2020/11/21,75-79,זכר,2084,36,<15,,,,,male
2020/11/15,2020/11/21,75-79,נקבה,2543,41,<15,,,,,female
2020/11/15,2020/11/21,75-79,לא ידוע,<15,0,0,,,,,unknown
2020/11/15,2020/11/21,80+,זכר,3372,41,<15,,,,,male
2020/11/15,2020/11/21,80+,נקבה,6760,75,22,,,,,female
2020/11/15,2020/11/21,80+,לא ידוע,17,0,0,,,,,unknown
2020/11/15,2020/11/21,NULL,זכר,1524,25,0,,,,,male
2020/11/15,2020/11/21,NULL,לא ידוע,234,<15,0,,,,,unknown
2020/11/15,2020/11/21,NULL,נקבה,1153,23,0,,,,,female
2020/11/22,2020/11/28,0-19,זכר,39780,913,0,,,,,male
2020/11/22,2020/11/28,0-19,לא ידוע,102,0,0,,,,,unknown
2020/11/22,2020/11/28,0-19,נקבה,30780,862,0,,,,,female
2020/11/22,2020/11/28,20-24,זכר,10831,265,0,,,,,male
